2026-04-07 19:53:54,593 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,593 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,593 | WARNING | HIGH | unauthorized process in user-writable path: code.exe
2026-04-07 19:53:54,593 | WARNING | MEDIUM | unauthorized process: codex.exe
2026-04-07 19:53:54,593 | WARNING | MEDIUM | unauthorized process: wmiprvse.exe
2026-04-07 19:53:54,593 | WARNING | MEDIUM | unauthorized process: chrome.exe
2026-04-07 19:53:54,593 | WARNING | HIGH | unauthorized process in user-writable path: code.exe
2026-04-07 19:53:54,593 | WARNING | MEDIUM | unauthorized process: lenovovantage-(lenovoservicebridgeaddin).exe
2026-04-07 19:53:54,593 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: shellhost.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: fnhotkeyutility.exe
2026-04-07 19:53:54,596 | WARNING | HIGH | unauthorized process in user-writable path: code.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: messagingplugin.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: useroobebroker.exe
2026-04-07 19:53:54,596 | WARNING | HIGH | unauthorized process in user-writable path: code.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: searchprotocolhost.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: lockapp.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: nahimicsvc32.exe
2026-04-07 19:53:54,596 | WARNING | HIGH | unauthorized process in user-writable path: code.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: msedgewebview2.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: chrome.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: codex.exe
2026-04-07 19:53:54,596 | WARNING | MEDIUM | unauthorized process: microsoftstartfeedprovider.exe
